High,Low,Open,Close,Volume,Adj Close
35.130001068115234,33.90999984741211,35.130001068115234,34.38999938964844,2944100.0,33.59574890136719
34.29999923706055,33.04999923706055,34.13999938964844,33.400001525878906,3845100.0,32.62861251831055
34.45000076293945,33.0099983215332,33.5,33.439998626708984,4019100.0,32.66768264770508
33.58000183105469,33.08000183105469,33.47999954223633,33.36000061035156,2721600.0,32.589534759521484
33.33000183105469,32.43000030517578,33.33000183105469,32.84000015258789,5718800.0,32.08154296875
32.84000015258789,31.59000015258789,32.84000015258789,32.0,8799200.0,31.260944366455078
33.41999816894531,31.84000015258789,32.0,33.099998474121094,4722900.0,32.33553695678711
33.72999954223633,32.349998474121094,33.099998474121094,32.7599983215332,4369300.0,32.003387451171875
33.689998626708984,32.20000076293945,32.2400016784668,32.849998474121094,3107000.0,32.091312408447266
33.310001373291016,32.540000915527344,32.720001220703125,32.880001068115234,2934100.0,32.12062072753906
33.04999923706055,32.34000015258789,32.869998931884766,32.75,1570600.0,31.993623733520508
32.08000183105469,31.020000457763672,32.0099983215332,31.579999923706055,4431900.0,30.850645065307617
32.279998779296875,31.209999084472656,31.75,31.68000030517578,2434000.0,30.948333740234375
31.860000610351562,30.90999984741211,31.68000030517578,31.450000762939453,2242600.0,30.723648071289062
32.22999954223633,30.209999084472656,31.309999465942383,30.420000076293945,2716200.0,29.71743392944336
31.1299991607666,29.6299991607666,30.969999313354492,30.1200008392334,4244800.0,29.42436408996582
30.149999618530273,28.290000915527344,30.110000610351562,28.729999542236328,6072800.0,28.066465377807617
28.31999969482422,26.6299991607666,28.260000228881836,27.889999389648438,6062800.0,27.245864868164062
28.290000915527344,26.360000610351562,27.790000915527344,27.68000030517578,5884400.0,27.04071807861328
28.799999237060547,27.15999984741211,27.75,27.68000030517578,2664200.0,27.04071807861328
28.75,26.729999542236328,27.75,28.75,2707100.0,28.08600616455078
28.469999313354492,26.600000381469727,28.469999313354492,26.860000610351562,4744500.0,26.239656448364258
27.420000076293945,26.25,26.639999389648438,26.420000076293945,5603700.0,25.809816360473633
27.270000457763672,26.110000610351562,26.43000030517578,27.059999465942383,3425400.0,26.435035705566406
28.3799991607666,26.799999237060547,27.059999465942383,27.989999771118164,2324700.0,27.343557357788086
28.389999389648438,27.420000076293945,27.850000381469727,28.1200008392334,1234800.0,27.470556259155273
28.299999237060547,27.68000030517578,27.770000457763672,28.149999618530273,1332400.0,27.499860763549805
28.469999313354492,27.360000610351562,28.280000686645508,27.639999389648438,1181700.0,27.00164031982422
28.950000762939453,26.639999389648438,26.950000762939453,28.65999984741211,3676100.0,27.998083114624023
29.100000381469727,27.010000228881836,27.8799991607666,27.229999542236328,5665900.0,26.601110458374023
28.200000762939453,27.280000686645508,27.290000915527344,27.5,3058300.0,26.8648738861084
28.020000457763672,27.049999237060547,27.049999237060547,27.65999984741211,2627300.0,27.021177291870117
27.649999618530273,26.850000381469727,27.3700008392334,27.0,2901800.0,26.376422882080078
28.0,26.700000762939453,27.0,26.709999084472656,2806700.0,26.09311866760254
27.729999542236328,26.260000228881836,26.809999465942383,27.729999542236328,2433000.0,27.089561462402344
27.75,26.600000381469727,27.639999389648438,27.09000015258789,1801000.0,26.464344024658203
27.239999771118164,26.43000030517578,26.889999389648438,26.709999084472656,1223600.0,26.09311866760254
28.299999237060547,26.549999237060547,26.65999984741211,28.040000915527344,2396200.0,27.392404556274414
28.25,26.709999084472656,28.059999465942383,26.709999084472656,4966000.0,26.09311866760254
27.3799991607666,26.329999923706055,26.920000076293945,26.639999389648438,1905100.0,26.024736404418945
29.100000381469727,26.770000457763672,26.770000457763672,28.950000762939453,8245700.0,28.28138542175293
29.15999984741211,28.5,28.90999984741211,28.84000015258789,1818300.0,28.173925399780273
29.510000228881836,28.700000762939453,28.940000534057617,29.1200008392334,3119200.0,28.447460174560547
31.100000381469727,28.979999542236328,29.1299991607666,31.0,3968600.0,30.284040451049805
31.75,30.510000228881836,30.520000457763672,31.290000915527344,4472400.0,30.56734275817871
31.799999237060547,30.889999389648438,31.25,31.299999237060547,1848500.0,30.577110290527344
33.060001373291016,30.31999969482422,31.299999237060547,32.66999816894531,3571600.0,31.915468215942383
32.810001373291016,32.029998779296875,32.599998474121094,32.36000061035156,1935600.0,31.61263084411621
32.7599983215332,31.899999618530273,32.400001525878906,32.220001220703125,1520200.0,31.47586441040039
32.40999984741211,31.8700008392334,32.18000030517578,32.15999984741211,2455800.0,31.417247772216797
32.220001220703125,31.18000030517578,32.060001373291016,31.200000762939453,2361800.0,30.479419708251953
31.09000015258789,29.450000762939453,31.0,29.549999237060547,4228000.0,28.86752700805664
30.030000686645508,29.149999618530273,29.799999237060547,29.510000228881836,2305600.0,28.828453063964844
30.079999923706055,29.329999923706055,29.780000686645508,29.59000015258789,1815000.0,28.906604766845703
30.540000915527344,29.1299991607666,29.6200008392334,29.31999969482422,1837600.0,28.642839431762695
29.90999984741211,29.09000015258789,29.489999771118164,29.649999618530273,1996700.0,28.965219497680664
30.010000228881836,29.079999923706055,29.549999237060547,29.899999618530273,1743300.0,29.209444046020508
30.950000762939453,29.6200008392334,29.6200008392334,29.920000076293945,2761200.0,29.69544219970703
30.010000228881836,29.260000228881836,30.010000228881836,29.260000228881836,2046100.0,29.040395736694336
30.100000381469727,28.469999313354492,29.139999389648438,29.0,1480400.0,28.782346725463867
29.950000762939453,28.579999923706055,29.1200008392334,28.770000457763672,1757200.0,28.554073333740234
29.360000610351562,28.729999542236328,28.889999389648438,29.06999969482422,781200.0,28.85181999206543
